PIC,dm_name,sdso,state,district,river,incharge,ht_found,cmp_year,basin,mx_wt_lel,frl,gs_st_cap,ds_sp_cap,dm_length,dm_type,purpose,latitude,longitude,Longitude,Latitude
MP08LH0591,Naya Purana,Madhya Pradesh,Madhya Pradesh,Neemuch,,"Chief Engineer, Ujjain, Mpwrd",14.0,1984,Ganga,42.68,41.76,4.177,235.37,2438,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 55' 53.000"" N","75° 10' 23.000"" E",3521969.9174000025,4109350.8418000005
MP08MH0592,Bhikarkhedi,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.85,1984,Narmada,301.3,299.8,6.99,343.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 49' 37.000"" N","75° 19' 48.000"" E",3526332.9218000025,3771829.090599999
MP08MH0593,Bundala,Madhya Pradesh,Madhya Pradesh,Betul,,"Chief Engineer, Narmadapuram, Mpwrd",27.3,1998,Godavari,737.0,734.55,20.415,834.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 52' 30.000"" N","78° 14' 28.000"" E",3821637.193599999,3770312.9208999984
MP08HH0594,Sanjay Sagar,Madhya Pradesh,Madhya Pradesh,Guna,,"Chief Engineer, Chambal Betwa Basin, Mpwrd",40.85,1999,Ganga,451.7,449.12,37.51,1565.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 22' 24.000"" N","77° 14' 18.000"" E",3725277.945100002,4043238.5879999995
MP08LH0596,Gidwasan,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",12.5,1985,Ganga,251.16,249.94,1.53,198.08,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"25° 7' 8.000"" N","78° 51' 41.000"" E",3887382.921400003,4121985.583999999
MP08HH0597,Ruthai (Gopi Krishna Sagar),Madhya Pradesh,Madhya Pradesh,Guna,,"Chief Engineer, Chambal Betwa Basin, Mpwrd",30.79,1995,Ganga,434.5,434.0,85.01,4209.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 32' 50.000"" N","77° 13' 54.000"" E",3724985.913900003,4062134.4375
MP08MH0598,Pakhadia,Madhya Pradesh,Madhya Pradesh,Chhindwara,,"Chief Engineer, Wainganga Basin, Seoni",22.83,1986,Godavari,102.2,101.3,2.84,110.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 2' 30.000"" N","79° 0' 14.000"" E",3899114.0675000027,3787663.2435999997
MP08MH0599,Bicholi,Madhya Pradesh,Madhya Pradesh,Alirajpur,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.31,1986,Narmada,112.5,111.5,0.41,44.37,188,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 6' 30.000"" N","74° 17' 15.000"" E",3421886.389899999,3806270.278099999
MP08MH0600,Limbi,Madhya Pradesh,Madhya Pradesh,Barwani,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",18.63,1987,Narmada,103.9,101.6,0.463,75.92,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 58' 32.000"" N","74° 40' 32.000"" E",3460593.8368000016,3790317.6939999983
MP08MH0603,Osada,Madhya Pradesh,Madhya Pradesh,Barwani,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.77,1986,Narmada,113.7,112.05,0.619,91.16,0,•	EARTHFILL (EMBANKMENT),Irrigation,"21° 55' 37.000"" N","74° 48' 36.000"" E",3474013.3307000026,3784531.8275000006
MP08MH0604,Sindhi Khodra,Madhya Pradesh,Madhya Pradesh,Barwani,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",19.13,1986,Narmada,99.3,97.8,0.917,141.42,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 55' 56.000"" N","74° 53' 27.000"" E",3482222.648500003,3784805.4305999987
MP08MH0607,Mohi,Madhya Pradesh,Madhya Pradesh,Chhindwara,,"Chief Engineer, Wainganga Basin, Seoni",29.34,1987,Godavari,114.2,113.0,1.51,59.5,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 40' 23.000"" N","78° 25' 55.000"" E",3840743.8994999975,3748144.026299998
MP08LH0608,Deora Malhani,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",12.0,1986,Ganga,198.5,197.6,1.075,41.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 19' 31.000"" N","81° 14' 29.000"" E",4123541.820600003,4035871.075199999
MP08MH0613,Dungariya,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Wainganga Basin, Seoni",19.66,2012,Narmada,426.3,425.3,1.028,47.13,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 45' 59.000"" N","79° 25' 40.000"" E",3942364.8378000036,3866144.6796999983
MP08MH0614,Barod,Madhya Pradesh,Madhya Pradesh,Guna,,"Chief Engineer, Chambal Betwa Basin, Mpwrd",15.93,1986,Ganga,461.77,461.16,1.534,82.32,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 1' 41.000"" N","77° 16' 20.000"" E",3727922.7293,4005680.7446000017
MP08LH0616,Gurari,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Chambal Betwa Basin, Mpwrd",11.0,1986,Narmada,24.07,23.16,1.7,34.47,823,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 55' 58.000"" N","77° 7' 30.000"" E",3710813.296099998,3887049.335999999
MP08LH0617,Talpura,Madhya Pradesh,Madhya Pradesh,Sehore,Kaliyadeh,"Chief Engineer, Chambal Betwa Basin, Mpwrd",10.35,1986,Narmada,95.35,94.45,1.51,15.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 47' 0.000"" N","77° 39' 0.000"" E",3765156.454999998,3978428.3453
MP08HH0618,Patapra,Madhya Pradesh,Madhya Pradesh,Jabalpur,Sonthi Nala,"Chief Engineer, Wainganga Basin, Seoni",38.86,1993,Narmada,451.65,450.9,2.141,93.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 18' 22.000"" N","80° 14' 0.000"" E",4023404.6972000003,3924663.132199999
MP08MH0619,Sohira,Madhya Pradesh,Madhya Pradesh,,Gopad,"Chief Engineer, Ganga Basin Rewa, Mpwrd",15.85,1986,Ganga,31.4,30.5,2.31,150.8,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 2' 55.000"" N","82° 26' 14.000"" E",4243060.7795,4007381.596500002
MP08LH0620,Baliya,Madhya Pradesh,Madhya Pradesh,,Laua,"Chief Engineer, Ganga Basin Rewa, Mpwrd",13.83,1992,Ganga,325.3,324.54,2.57,96.01,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 5' 13.000"" N","82° 30' 9.000"" E",4249496.226599999,4011658.1832000017
MP08MH0621,Mod Sagar,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",22.35,1986,Mahi,515.0,514.0,7.63,374.32,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 34' 44.000"" N","74° 31' 32.000"" E",3447951.101300001,3856389.038400002
MP08MH0622,Chanderi,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Chambal Betwa Basin, Mpwrd",17.14,1987,Ganga,101.15,100.25,5.43,50.6,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 24' 30.000"" N","77° 20' 11.000"" E",3733049.882799998,3938268.4882000014
MP08MH0623,Ghorapachhar,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Chambal Betwa Basin, Mpwrd",23.42,1990,Ganga,478.53,477.31,12.41,121.44,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Water Supply,"23° 16' 38.000"" N","77° 31' 49.000"" E",3752230.003700003,3923678.024500001
MP08MH0624,Barchar,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",28.4,1989,Ganga,377.85,376.1,17.93,567.89,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 2' 46.000"" N","81° 53' 48.000"" E",4189159.3022999987,4006280.993900001
MP08MH0625,Chandora,Madhya Pradesh,Madhya Pradesh,Betul,,"Chief Engineer, Narmadapuram, Mpwrd",17.26,1986,Tapi,686.71,685.95,18.2,681.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 42' 14.000"" N","78° 11' 41.000"" E",3816695.106200002,3751782.4481000006
MP08HH0626,Kanhargaon,Madhya Pradesh,Madhya Pradesh,Chhindwara,,"Chief Engineer, Wainganga Basin, Seoni",30.31,1982,Godavari,715.5,713.8,26.97,1020.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Water Supply / Fishing,"22° 1' 40.000"" N","78° 48' 33.000"" E",3879380.3188000023,3786307.4904999994
MP08HH0627,Matiyari,Madhya Pradesh,Madhya Pradesh,Mandla,,"Chief Engineer, Wainganga Basin, Seoni",33.66,1986,Narmada,498.03,497.43,56.8,2820.0,1131,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 31' 17.000"" N","80° 34' 32.000"" E",4058079.602600001,3839535.9877999984
MP08LH0628,Sidhkhad,Madhya Pradesh,Madhya Pradesh,Tikamgarh,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",12.42,1988,Ganga,38.5,37.8,1.825,50.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"25° 43' 19.000"" N","78° 44' 4.000"" E",3875416.0606999993,4187616.153499998
MP08MH0631,Paladigwar,Madhya Pradesh,Madhya Pradesh,Anuppur,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",22.06,1987,Narmada,112.6,112.0,0.48,46.89,0,•	ROCKFILL (EMBANKMENT),Irrigation,"22° 54' 54.000"" N","81° 18' 48.000"" E",4132129.0908999965,3882783.8055000007
MP08MH0632,Nani Ziri,Madhya Pradesh,Madhya Pradesh,Barwani,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.72,1988,Narmada,101.3,100.4,0.62,61.98,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 41' 27.000"" N","74° 53' 24.000"" E",3481187.2360000014,3758598.7503999993
MP08MH0638,Gandhwal,Madhya Pradesh,Madhya Pradesh,Barwani,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.75,1987,Narmada,113.2,112.0,1.229,159.37,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 51' 29.000"" N","74° 45' 23.000"" E",3468304.063500002,3777253.703899998
MP08MH0641,Navegaon,Madhya Pradesh,Madhya Pradesh,Chhindwara,,"Chief Engineer, Wainganga Basin, Seoni",20.37,1979,Godavari,103.0,102.0,1.36,78.12,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 5' 18.000"" N","78° 27' 47.000"" E",3844395.6687999964,3793225.033399999
MP08MH0642,Tora,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Yamuna , Mpwrd",15.24,1987,Ganga,93.4,92.5,1.45,42.47,0,•	EARTHFILL (EMBANKMENT),Irrigation,"25° 39' 48.000"" N","77° 28' 26.000"" E",3751220.1181000024,4182917.3526999988
MP08MH0643,Utawad,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",22.39,1992,Narmada,214.0,212.0,5.454,261.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 59' 12.000"" N","75° 40' 35.000"" E",3561987.283699997,3788052.596099999
MP08MH0645,Tillar,Madhya Pradesh,Madhya Pradesh,Agar Malwa,,"Chief Engineer, Ujjain, Mpwrd",26.54,1987,Ganga,441.6,439.9,52.12,1430.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Water Supply / Industrial / Fishing,"23° 35' 48.000"" N","76° 6' 47.000"" E",3611036.4155,3961563.546
MP08MH0647,Kundujeta,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",22.15,1988,Narmada,101.7,100.5,0.685,47.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 23' 31.000"" N","74° 50' 23.000"" E",3478873.8794,3834901.3519
MP08MH0648,Nani Barwani,Madhya Pradesh,Madhya Pradesh,Barwani,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",18.0,1988,Narmada,96.4,95.4,0.596,88.06,0,•	ROCKFILL (EMBANKMENT),Irrigation,"22° 0' 39.000"" N","74° 52' 51.000"" E",3481519.899099998,3793377.0012000017
MP08MH0649,Silpari,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",17.21,2003,Ganga,99.0,98.4,1.448,72.66359,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 26' 52.000"" N","81° 26' 30.000"" E",4144447.718699999,3940767.7327999994
MP08MH0651,Nandna,Madhya Pradesh,Madhya Pradesh,Chhindwara,,"Chief Engineer, Wainganga Basin, Seoni",21.2,1988,Godavari,50.935,49.715,1.34,41.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 56' 10.000"" N","79° 15' 3.000"" E",3924063.3007000014,3776040.8922999986
MP08MH0652,Kantoor Nalla,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",18.9,1988,Ganga,95.4,94.8,1.32,31.5,0,•	ROCKFILL (EMBANKMENT),Irrigation,"22° 3' 15.000"" N","81° 10' 15.000"" E",4118570.102300003,3789157.2446000017
MP08MH0656,Rangpura,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.2,1988,Mahi,40.2,39.0,0.89,136.12,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 54' 43.000"" N","74° 47' 36.000"" E",3476277.947999999,3891514.1283
MP08MH0660,Bargone,Madhya Pradesh,Madhya Pradesh,Indore,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",21.94,1984,Narmada,617.82,616.61,2.11,116.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 26' 0.000"" N","75° 39' 29.000"" E",3561625.617399998,3836608.0755000003
MP08MH0661,Morjhiri,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",18.95,1988,Mahi,26.97,25.14,2.16,123.68,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 53' 30.000"" N","74° 47' 33.000"" E",3476112.7853000015,3889316.432599999
MP08MH0662,Vangara,Madhya Pradesh,Madhya Pradesh,Barwani,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.78,1981,Tapi,346.2,344.5,3.526,241.95,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 37' 51.000"" N","74° 48' 42.000"" E",3472997.6824999973,3752374.259399999
MP08LH0663,Sultanpur,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",14.06,2013,Narmada,98.7,97.5,2.313,120.52,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 51' 28.000"" N","76° 2' 24.000"" E",3598420.024899997,3772972.239500001
MP08MH0664,Chateni,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",16.15,1990,Ganga,35.75,34.75,2.7,112.15,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 0' 47.000"" N","81° 17' 24.000"" E",4128689.8769000024,4002006.995099999
MP08MH0665,Takli,Madhya Pradesh,Madhya Pradesh,Barwani,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",21.05,1988,Narmada,303.7,301.5,3.148,237.85,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 47' 10.000"" N","75° 12' 36.000"" E",3514015.4349000007,3767803.6926999986
MP08LH0666,Zot Khedi,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ujjain, Mpwrd",12.95,1988,Narmada,510.0,509.0,2.29,78.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 11' 10.000"" N","75° 7' 25.000"" E",3506757.7770000026,3811534.6746999994
MP08MH0667,Anandikhedi,Madhya Pradesh,Madhya Pradesh,,Ruparel Nala,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.89,1988,Mahi,100.2,99.3,4.536,214.66,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 41' 10.000"" N","75° 3' 22.000"" E",3501838.316200003,3866049.5527000017
MP08MH0668,Laduna,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ujjain, Mpwrd",15.85,1988,Ganga,463.59,462.99,2.963,29.44,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 59' 2.000"" N","75° 20' 38.000"" E",3535481.6362999976,4005926.4065999985
MP08MH0669,Banganga,Madhya Pradesh,Madhya Pradesh,,Rohini,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",23.8,1988,Narmada,352.1,349.7,5.15,366.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 37' 33.000"" N","75° 38' 43.000"" E",3557624.9707999974,3748963.5667999983
MP08LH0670,Kankerkheda,Madhya Pradesh,Madhya Pradesh,Sehore,,"Chief Engineer, Chambal Betwa Basin, Mpwrd",15.65,1988,Ganga,159.45,158.53,4.82,144.0,1770,· HOMOGENEOUS EARTHEN DAM,Irrigation / Fishing,"23° 5' 35.000"" N","77° 2' 22.000"" E",3702574.5298999995,3904630.560899999
MP08HH0671,Choral,Madhya Pradesh,Madhya Pradesh,Indore,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",30.7,1988,Narmada,92.4,90.9,23.92,469.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Tourism / Fishing,"22° 24' 37.000"" N","75° 45' 7.000"" E",3571026.491700001,3833815.9334000014
MP08HH0672,Kaliasote,Madhya Pradesh,Madhya Pradesh,Bhopal,,"Chief Engineer, Chambal Betwa Basin, Mpwrd",67.08,2010,Ganga,505.67,505.67,35.387,1308.41,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 11' 50.000"" N","77° 24' 27.000"" E",3739754.0692000017,3915212.696800001
MP08HH0673,Dejala Dewda,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",35.2,1988,Narmada,385.2,383.2,56.35,189.44,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Fishing,"21° 35' 49.000"" N","75° 38' 20.000"" E",3556879.011500001,3745846.0034999996
MP08HH0675,Kolar,Madhya Pradesh,Madhya Pradesh,Sehore,,"Chief Engineer, Narmadapuram, Mpwrd",45.0,1988,Narmada,463.3,462.2,270.0,8605.0,1242,· HOMOGENEOUS EARTHEN DAM,Irrigation / Water Supply,"22° 57' 41.000"" N","77° 20' 31.000"" E",3732690.9403000027,3889727.6268999986
MP08MH0678,Mehgawan,Madhya Pradesh,Madhya Pradesh,Jabalpur,,"Chief Engineer, Wainganga Basin, Seoni",23.92,1997,Narmada,428.78,427.73,2.1,66.01,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 10' 58.000"" N","80° 8' 2.000"" E",4013442.5706999972,3911256.0320999995
MP08MH0679,Jam Talai Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.33,1989,Narmada,89.75,88.5,0.218,29.0,550,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 20' 30.000"" N","75° 4' 4.000"" E",3501703.985100001,3828618.4954999983
MP08LH0683,Tanda,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ujjain, Mpwrd",18.55,2009,Ganga,36.05,35.15,2.053,99.27,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 27' 29.000"" N","75° 40' 58.000"" E",3567530.4733000025,3947771.1455000006
MP08MH0684,Rella,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.66,1989,Mahi,33.15,31.95,2.92,30.34,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 5' 22.000"" N","74° 54' 17.000"" E",3488174.2511000037,3910369.2065000013
MP08LH0686,Rampura (Distt. Panna),Madhya Pradesh,Madhya Pradesh,Panna,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",12.19,1989,Ganga,45.1,43.0,1.63,132.54,656,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 12' 16.000"" N","79° 58' 43.000"" E",3997869.3786000013,4022203.6193000004
MP08MH0687,Laxmikheda,Madhya Pradesh,Madhya Pradesh,Agar Malwa,,"Chief Engineer, Ujjain, Mpwrd",22.29,1987,Ganga,425.1,424.1,4.341,197.68,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Fishing,"23° 48' 18.000"" N","76° 7' 55.000"" E",3613547.1898000017,3984127.8841000013
MP08HH0688,Mohini Pick-Up Weir,Madhya Pradesh,Madhya Pradesh,Shivpuri,,"Chief Engineer, Rajghat Datia, Mpwrd",36.0,1989,Ganga,279.26,276.25,108.81,18510.0,0,,Irrigation,"25° 40' 9.000"" N","77° 53' 21.000"" E",3792124.2005999982,4182878.210000001
MP08MH0690,Bachhlon,Madhya Pradesh,Madhya Pradesh,Sagar,Bankrai,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",15.32,1989,Ganga,23.0,22.4,1.203,50.1,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 53' 48.000"" N","78° 46' 24.000"" E",3877518.0207,3989311.029599998
MP08MH0692,Padariya (Distt. Chatarpur),Madhya Pradesh,Madhya Pradesh,Chhatarpur,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",16.13,2013,Narmada,104.65,104.05,3.59,76.93,0,•	EARTHFILL (EMBANKMENT),Irrigation,"23° 6' 14.000"" N","79° 59' 0.000"" E",3998325.6369000003,3902682.2432000004
MP08MH0693,Johilli,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",16.23,1990,Ganga,101.5,100.0,0.7,24.84,0,•	ROCKFILL (EMBANKMENT),Irrigation,"23° 22' 48.000"" N","81° 0' 5.000"" E",4100387.3291999996,3933024.8280000016
MP08MH0694,Data Dongari,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Wainganga Basin, Seoni",20.32,1990,Narmada,397.45,396.85,1.118,60.55,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 49' 18.000"" N","79° 11' 42.000"" E",3918953.597199999,3872262.8396000005
MP08MH0698,Girbi,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",17.24,1990,Ganga,29.6,57.6,1.49,51.6,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 57' 56.000"" N","81° 39' 57.000"" E",4167526.280000001,3888648.9728000015
MP08LH0699,Barbaspur,Madhya Pradesh,Madhya Pradesh,,Johilla,"Chief Engineer, Ganga Basin Rewa, Mpwrd",12.01,1990,Ganga,94.9,94.0,3.1,73.92,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 23' 37.000"" N","81° 1' 30.000"" E",4102743.5033000037,3934519.971900001
MP08MH0700,Maratha,Madhya Pradesh,Madhya Pradesh,Sidhi,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",16.6,1981,Ganga,214.7,213.8,1.25,85.78,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 12' 11.000"" N","81° 44' 35.000"" E",4173629.2368,4023126.6433000006
MP08MH0702,Bohita,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",16.92,1990,Ganga,100.8,100.2,1.82,50.77,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 53' 42.000"" N","81° 37' 26.000"" E",4163396.597900003,3880937.4877999984
MP08MH0703,Khatkar,Madhya Pradesh,Madhya Pradesh,Seoni,,"Chief Engineer, Wainganga Basin, Seoni",21.18,1992,Godavari,592.48,591.77,2.09,77.31,801,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 24' 30.000"" N","79° 27' 30.000"" E",3945292.9148999974,3827242.4985000007
MP08LH0704,Kolgaon,Madhya Pradesh,Madhya Pradesh,Betul,,"Chief Engineer, Narmadapuram, Mpwrd",13.3,2020,Tapi,671.2,670.2,1.235,58.5,0,,Irrigation,"21° 45' 26.000"" N","77° 54' 2.000"" E",3786914.316200003,3757990.6347999983
MP08MH0705,Bansichikhli,Madhya Pradesh,Madhya Pradesh,,Bearma,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",16.07,1990,Ganga,55.86,54.86,2.56,95.6,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 19' 34.000"" N","79° 19' 5.000"" E",3931607.7342000008,3926981.2683999985
MP08MH0706,Segvi,Madhya Pradesh,Madhya Pradesh,Barwani,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.91,1993,Narmada,451.6,449.8,3.4,315.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 37' 36.000"" N","75° 7' 0.000"" E",3503949.4192999974,3750814.4725
MP08MH0707,Mehroi,Madhya Pradesh,Madhya Pradesh,Umaria,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",20.79,1990,Ganga,60.65,59.75,6.85,0.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 55' 28.000"" N","80° 56' 16.000"" E",4093616.998499997,3992106.0931
MP08LH0708,Jhirgiri,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Wainganga Basin, Seoni",14.35,1994,Ganga,432.05,431.14,4.31,247.66,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 38' 35.000"" N","80° 34' 23.000"" E",4057331.8621999994,3961352.309700001
MP08MH0709,Gadigaltar,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",23.19,1993,Narmada,379.5,377.4,10.5,728.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"21° 38' 31.000"" N","75° 44' 29.000"" E",3567438.3298000023,3750414.9822000004
MP08MH0710,Umrar,Madhya Pradesh,Madhya Pradesh,Umaria,,"Chief Engineer, Ganga Basin Rewa, Mpwrd",27.76,1978,Ganga,504.746,503.58,18.9,212.58,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Water Supply / Fishing,"23° 29' 32.000"" N","80° 49' 25.000"" E",4082494.4289999977,3945096.463399999
MP08MH0711,Jilheti,Madhya Pradesh,Madhya Pradesh,Mandla,,"Chief Engineer, Wainganga Basin, Seoni",16.76,1992,Ganga,105.64,105.03,0.804,29.36,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 5' 0.000"" N","80° 29' 31.000"" E",4049429.3007000014,3900536.0447999984
MP08MH0713,Hathidagar,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",18.2,1994,Narmada,116.3,115.3,1.23,78.35,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 19' 21.000"" N","75° 45' 54.000"" E",3572057.909599997,3824245.8566000015
MP08MH0718,Kishanpur,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Wainganga Basin, Seoni",17.47,1992,Narmada,418.17,417.55,1.485,19.2,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 48' 36.000"" N","79° 8' 47.000"" E",3914051.8724000007,3871024.569699999
