SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
488,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 01:00,147.218
489,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 02:00,147.218
490,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 03:00,147.218
491,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 04:00,147.218
492,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 05:00,147.218
493,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 06:00,147.218
494,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 07:00,147.217
495,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 08:00,147.217
496,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 09:00,147.217
497,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 11:00,147.22
498,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 12:00,147.204
499,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 13:00,147.223
500,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 14:00,147.216
501,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 15:00,147.208
502,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 16:00,147.226
503,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 17:00,147.229
504,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 18:00,147.237
505,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 20:00,147.228
506,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 21:00,147.225
507,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 22:00,147.221
508,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 23:00,147.22
509,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 00:00,147.219
510,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 01:00,147.218
511,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 02:00,147.217
512,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 03:00,147.217
513,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 05:00,147.217
514,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 06:00,147.216
515,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 08:00,147.215
516,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 09:00,147.215
517,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 10:00,147.215
518,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 11:00,147.213
519,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 12:00,147.192
520,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 13:00,147.214
521,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 14:00,147.213
522,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 15:00,147.212
523,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 16:00,147.189
524,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 17:00,147.195
525,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 18:00,147.207
526,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 19:00,147.205
527,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 20:00,147.204
528,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 21:00,147.203
529,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 22:00,147.202
530,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2010 23:00,147.201
531,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 00:00,147.201
532,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 01:00,147.2
533,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 02:00,147.201
534,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 03:00,147.202
535,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 04:00,147.203
536,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 05:00,147.203
537,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 06:00,147.204
538,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 07:00,147.204
539,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 08:00,147.205
540,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 09:00,147.206
541,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 10:00,147.207
542,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 11:00,147.199
543,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 12:00,147.207
544,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 13:00,147.207
545,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 14:00,147.195
546,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 15:00,147.153
547,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 16:00,147.152
548,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 17:00,147.149
549,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 18:00,147.189
550,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 19:00,147.199
551,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 21:00,147.204
552,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 22:00,147.206
553,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2011 23:00,147.206
554,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 00:00,147.206
555,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 01:00,147.207
556,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 02:00,147.206
557,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 03:00,147.207
558,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 04:00,147.206
559,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 05:00,147.207
560,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 07:00,147.206
561,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 08:00,147.207
562,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 09:00,147.206
563,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 10:00,147.206
564,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 11:00,147.188
565,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 12:00,147.204
566,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 13:00,147.205
567,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 14:00,147.206
568,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 15:00,147.206
569,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 16:00,147.192
570,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 17:00,147.205
571,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 18:00,147.203
572,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 19:00,147.203
573,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 20:00,147.203
574,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 21:00,147.202
575,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 22:00,147.202
576,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2012 23:00,147.201
577,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,15-05-2014 19:00,147.39
578,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,15-05-2014 21:00,147.388
579,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,15-05-2014 22:00,147.388
580,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,15-05-2014 23:00,147.388
581,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,15-05-2015 00:00,147.388
582,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,06-12-2020 17:00,147.473
583,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,28-06-2006 09:10,104.394
584,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,28-06-2006 09:32,104.087
585,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 00:00,0
586,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 01:00,0
587,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 02:00,0
588,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 03:00,0
589,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 04:00,0
590,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 05:00,0
591,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 06:00,0
592,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 07:00,0
593,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 08:00,0
594,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 09:00,0
595,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 10:00,0
596,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 11:00,0
597,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 12:00,0
598,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 13:00,0
599,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 14:00,0
600,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 15:00,0
601,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 16:00,0
602,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 17:00,0
603,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 18:00,0
604,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 19:00,0
605,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 20:00,0
606,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 21:00,0
607,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 22:00,0
608,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2007 23:00,0
609,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 00:00,96.842
610,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 01:00,96.848
611,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 02:00,96.971
612,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 03:00,96.947
613,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2007 04:00,96.873
